"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_decode_grid_batch_capped","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestBenchmarkGrid","test_vllm_unit","",""
"","1","test_remove_component_with_zero_replicas","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","331139","test_deployment[sglang-agg]","tests.deploy","2026-04-06","passed","2026-04-06","","test_deploy","",""
"Test decoding embeddings of various sizes.","1","test_various_embedding_sizes[4096]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"
    VLLM_LOGGING_LEVEL=DEBUG must set the vllm logger to DEBUG,
    regardless of DYN_LOG.
    ","34","test_vllm_logging_level_controls_vllm_logger","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_logging","",""
"","1","test_ref_text_only_for_base","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"","1","test_rejects_link_local_v4","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Test extracting text from multi-turn conversation.","0","test_extract_user_text_multi_turn","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_chat_message_utils","",""
"","0","test_validate_deployment_fail","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"","2","test_abort_called_by_default","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestHandleCancellationAbortToggle","test_trtllm_handler_base","",""
"","1","test_successful_generation","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestAudioFormatterFormat","test_output_formatter","",""
"","30","test_cold_start_returns_none","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrefillFpmScaling","test_load_based_scaling","",""
"","1","test_post_init_called_when_overriding","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"Test factory raises ValueError for invalid disaggregation_mode.","0","test_invalid_mode_raises","components.src.dynamo.trtllm.tests.request_handlers","2026-04-06","passed","2026-04-06","TestRequestHandlerFactory","test_trtllm_request_handler_factory","",""
"Test SGLang deployment scenarios using common helpers","45728","test_sglang_deployment[kv_events-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_sglang","",""
"","0","test_derive_backend_image_preserves_registry_tag_and_digest[nvcr.io/nvidia/ai-dynamo/dynamo-frontend@sha256:deadbeef-sglang-nvcr.io/nvidia/ai-dynamo/sglang-runtime@sha256:deadbeef]","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_image_selection","",""
"Non-positive FPS must be rejected.","0","test_omni_config_invalid_video_fps[0]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"boundary_ratio outside (0, 1] must be rejected.","0","test_omni_config_invalid_boundary_ratio[-0.1]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"backend value is always lower-cased.","0","test_backend_lowercased","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestExtractProfilerParams","test_helpers_profile_sla","",""
"","88","test_unsupported_args_get_pruned_for_autodeploy[engine_args5-True]","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Log1p mode still returns non-negative predictions.","0","test_log1p_mode_returns_non_negative","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestKalmanPredictor","test_load_predictors","",""
"Regression: everything arrives in a single CompletionOutput.

    The closing </think>, the full <tool_call>…</tool_call>, and
    finish_reason=""stop"" are all packed into one chunk.  This exercises
    the terminal single-chunk buffer-drain path in the post-processor.
    ","0","test_stream_terminal_single_chunk","tests.frontend","2026-04-06","passed","2026-04-06","","test_prepost","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","47695","test_serve_deployment[multimodal_e_pd_qwen]","tests.serve","2026-04-06","passed","2026-04-06","","test_vllm","",""
"dynamo.vllm.main must import cleanly even when vllm_omni is absent.

        Setting sys.modules[""vllm_omni""] = None blocks ALL imports from the
        vllm_omni package — Python always resolves the top-level package first,
        so a None sentinel at the root raises ImportError for any submodule import.
        ","27","test_dynamo_vllm_main_importable_without_vllm_omni","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmOmniOptionalDependency","test_vllm_unit","",""
"","0","test_rejects_unspecified","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Swapping order of three distinct images should result in near-zero overlap.","4142","test_vllm_mm_overlap_swapped_order_less_than_same_order","tests.mm_router","2026-04-06","passed","2026-04-06","","test_vllm_mm_router_e2e","",""
"Test VideoData with both fields (unusual but valid).","0","test_both_fields","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoData","test_trtllm_video_diffusion","",""
"Test scale request error handling.","3","test_send_scale_request_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_remote_planner","",""
"","1","test_extract_multimodal_data_merges_image_embeddings_with_video","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_video_handler","",""
"","0","test_maybe_get_memory_pool_context_routes_tags","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_vllm_worker","",""
"","0","test_remove_component_component_not_found","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"default mode passes target_request_latency when provided.","9","test_default_uses_request_latency_when_set","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestPickThoroughBestConfig","test_helpers_thorough","",""
"Test that missing model raises validation error.","0","test_required_fields_missing_model","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"vllm_omni.engine.arg_utils must export a usable engine args class.","0","test_omni_engine_args_importable","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"","0","test_heartbeat_skipped","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestDecodeRegressionModel","test_load_based_scaling","",""
"Test handling when all metrics are filtered out.","1","test_empty_result_handling","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGetPrometheusExpfmt","test_trtllm_prometheus_utils","",""
"Choice list with None items should filter them out.","0","test_choice_with_none_items_filtered","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Single->double->triple identical image requests follow prefix-overlap semantics.","8999","test_trtllm_mm_overlap_staircase_single_to_double_to_triple_identical_image","tests.mm_router","2026-04-06","passed","2026-04-06","","test_mm_router_e2e","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","312815","test_deployment[sglang-agg_router]","tests.deploy","2026-04-06","passed","2026-04-06","","test_deploy","",""
"Test _encode_base64 method.","0","test_encode_base64","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Non-TTS model gets plain text prompt.","2","test_generic_path_for_non_tts","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestEngineInputsFromAudio","test_audio_handler","",""
"","1","test_benchmark_config_from_dict","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestBenchmarkConfig","test_vllm_unit","",""
"","2","test_update_state_plans_load_for_cached","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-06","passed","2026-04-06","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"image is required.","0","test_missing_image_raises","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidDgdrSpec","test_helpers_profile_sla","",""
"Verify ToolParser has adjust_request and extract_tool_calls_streaming.

        prepost.py calls tool_parser.adjust_request(request) during
        preprocessing and tool_parser.extract_tool_calls_streaming(...)
        during streaming post-processing.
        ","0","test_tool_parser_method_signatures","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"","1","test_resume_returns_error_when_worker_has_no_tokenizer_manager","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_memory_occupation_handlers","",""
"","19","test_cold_start_returns_none","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestDecodeFpmScaling","test_load_based_scaling","",""
"Stats task calls do_log_stats after the interval.","152","test_periodic_log_stats_calls_do_log_stats","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_engine_monitor_stats","",""
"requestRate present in workload → picking_mode == 'load_match'.","0","test_request_rate_yields_load_match_picking","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestExtractProfilerParams","test_helpers_profile_sla","",""
"Test _generate_images handles numpy arrays.","12","test_generate_images_with_numpy_array","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Test that prefix is not added if it already exists.","1","test_prefix_already_exists","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGetPrometheusExpfmt","test_trtllm_prometheus_utils","",""
"","31","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[4096-vllm]","lib.bindings.python.tests.replay","2026-04-06","passed","2026-04-06","","test_replay_aic_parity","",""
"Test scaling from low to high load scenarios.","1","test_scaling_scenario_low_to_high_load[10-10000-1-1]","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestReplicaCalculation","test_replica_calculation","",""
"Leading zeros (idle period) are excluded from the buffer.","0","test_skips_leading_zeros","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestConstantPredictor","test_load_predictors","",""
"Bootstrap port from disagg section should not be overridden by auto-port logic.","130","test_disagg_config_preserves_bootstrap_port","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"Test successful image generation with URL response format.","5","test_generate_success_url_format","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Chat request extracts text prompt with no sampling params.","1","test_chat_completion","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestBuildEngineInputs","test_omni_handler","",""
"Test _uses_dynamo_connector for direct, nested-in-PdConnector, and absent cases.","0","test_uses_dynamo_connector_direct_and_nested","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"When overrides contain no metadata key, existing metadata is untouched.","1","test_apply_dgd_overrides_no_metadata_in_overrides","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_profiler_protocol","",""
"Verify KVCacheEvent uses tag=True for variant identification.

        The tag (e.g., 'BlockStored') is the first element in the msgpack array.
        ","0","test_kv_cache_event_uses_tag","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"Test wait_for_graph_deployment_ready when deployment is not found","101","test_wait_for_graph_deployment_not_found","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"curr_step increments for every data point not idle-skipped.","0","test_curr_step_advances_on_each_non_skipped_point","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"Overrides for services absent from the DGD are skipped with a warning.","0","test_apply_dgd_overrides_missing_service_skipped_with_warning","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_profiler_protocol","",""
"","1","test_missing_audio_raises","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestAudioFormatterExtractTensor","test_output_formatter","",""
"Verify OutputProcessor has a request_states dict attribute.

        vllm_processor.py checks
          vllm_preproc.request_id in self.output_processor.request_states
        in the finally block to decide whether to abort. If this attribute
        is renamed or removed, cleanup will silently break.
        ","0","test_output_processor_request_states_attribute","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"No features → no error.","0","test_no_features_passes","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidateDgdrDynamoFeatures","test_helpers_profile_sla","",""
"Config.has_connector returns True only for the single configured connector.","2","test_config_has_connector","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"
    Test dynamo deployments with different configurations.
    ","75352","test_deployment[aggregated_multimodal_router-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_trtllm","",""
"
    configure_vllm_logging() must NOT set VLLM_LOGGING_CONFIG_PATH.
    Subprocesses should use vLLM's built-in DEFAULT_LOGGING_CONFIG instead
    of a config file pointing to dynamo's LogHandler (which requires the
    Rust runtime that is not available in subprocesses).
    ","23","test_no_config_file_written","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_logging","",""
"Test that valid absolute path is stored correctly.","1","test_custom_jinja_template_valid_path","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"get_avg_request_count with router source queries dynamo_component_router_requests_total.","0","test_get_avg_request_count_uses_router_requests_total","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"","7","test_add_component_increases_replicas","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Test SGLang deployment scenarios using common helpers","42560","test_sglang_deployment[multimodal_e_pd_qwen-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_sglang","",""
"Invalid parser name exits when using Dynamo's tokenizer.","6","test_tool_call_parser_invalid_with_dynamo_tokenizer","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"Calling predict_next() twice without new data returns the same value.","0","test_caches_prediction_between_observations","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestKalmanPredictor","test_load_predictors","",""
"","1","test_sliding_window_eviction","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrefillRegressionModel","test_load_based_scaling","",""
"Empty choice list should not produce a regex.","0","test_empty_choice_ignored","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Test GPU count initialization for prefill-only mode","1","test_kubernetes_mode_prefill_only","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"","2145","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[256-vllm]","lib.bindings.python.tests.replay","2026-04-06","passed","2026-04-06","","test_replay_aic_parity","",""
"","89","test_unsupported_args_get_pruned_for_autodeploy[engine_args8-True]","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Test that unknown attributes raise a TypeError.

        dataclasses.replace() does not accept unknown field names.
        ","0","test_unknown_attributes_raise_error","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"OmniConfig and parse_omni_args must be importable without error.","0","test_omni_config_imports_cleanly","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"","1","test_maybe_get_memory_pool_context_routes_tags","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_vllm_worker","",""
"Disagg config should only accept SGLang-native keys.","9","test_disagg_config_rejects_dynamo_keys","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"","0","test_get_model_name_both_none_raises_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"IPv4 strategies fail, IPv6 UDP returns fd00::1 → returns fd00::1.","0","test_ipv6_fallback","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestGetHostIp","test_vllm_unit","",""
"Test SGLang deployment scenarios using common helpers","12134","test_sglang_deployment[template_verification-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_sglang","",""
"Test _managed_dgd_names derives DGD names from Dynamo namespaces.","0","test_managed_dgd_names_explicit","components.src.dynamo.global_planner.tests.unit","2026-04-06","passed","2026-04-06","","test_scale_request_handler","",""
"","1","test_finish_reason_included","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestTextFormatter","test_output_formatter","",""
"","1","test_single_token_roundtrip","tests.serve","2026-04-06","passed","2026-04-06","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"","1","test_release_returns_error_when_worker_has_no_tokenizer_manager","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_memory_occupation_handlers","",""
"","0","test_encode_worker[DisaggregationMode.DECODE]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"In raw mode, predict_next() must never return a negative value.","3","test_predict_next_returns_non_negative_raw_mode","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","29756","test_serve_deployment[guided_decoding]","tests.serve","2026-04-06","passed","2026-04-06","","test_vllm","",""
"Test that vLLM no longer auto-creates kv_events_config.","4","test_kv_events_disabled_by_default_without_explicit_config","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"--disagg-config-key alone should fail.","6","test_disagg_config_key_requires_disagg_config","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"","0","test_image_generation_b64_format","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestDiffusionFormatterImage","test_output_formatter","",""
"Parses token_ids and sampling_params from raw frontend dict.","0","test_extracts_token_ids_and_sampling_params","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestParseFrontendRequest","test_vllm_worker_handler","",""
"Test get_graph_deployment","0","test_get_graph_deployment","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"","31","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[2048-vllm]","lib.bindings.python.tests.replay","2026-04-06","passed","2026-04-06","","test_replay_aic_parity","",""
"","1","test_b64_json","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestDiffusionFormatterPrepareImages","test_output_formatter","",""
"","1","test_prefill_worker","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"","1","test_chunked_ttft_simulation","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrefillRegressionModel","test_load_based_scaling","",""
"Test _populate_k8s_connectors only creates connectors for managed DGDs.","1","test_populate_connectors_explicit_mode","components.src.dynamo.global_planner.tests.unit","2026-04-06","passed","2026-04-06","","test_scale_request_handler","",""
"Test _managed_dgd_names warns for namespaces that don't match the k8s prefix.","0","test_managed_dgd_names_mismatched_prefix","components.src.dynamo.global_planner.tests.unit","2026-04-06","passed","2026-04-06","","test_scale_request_handler","",""
"Test that --model-express-url is stored when load format is mx-source/mx-target.","4","test_model_express_url_from_cli_arg[mx-source]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"Test that ValueError is raised when there are no user role messages.","0","test_extract_user_text_no_user_messages","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_chat_message_utils","",""
"_run_autoscale_sim must include 'resolved_backend' in its result dict so
    profile_sla.py can pass the concrete backend to run_interpolation.
    ","0","test_autoscale_sim_returns_resolved_backend","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_profile_sla_auto_backend","",""
"","1","test_region_routes_weights_and_kv_cache_to_gms","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_sglang_memory_saver","",""
"Test usage statistics calculation for various scenarios.","0","test_build_completion_usage[text]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestUsageStatistics","test_vllm_prompt_embeds","",""
"With encode client -> delegates to load_multimodal_embeddings.","0","test_delegates_to_load_multimodal_embeddings","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestLoadMultimodalData","test_vllm_worker_handler","",""
"HTTP URL and data URI for the same image should produce identical KV cache hashes.","3147","test_vllm_mm_overlap_http_vs_data_uri_same_image","tests.mm_router","2026-04-06","passed","2026-04-06","","test_vllm_mm_router_e2e","",""
"Test error handling when registry fails.","1","test_error_handling","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestGetPrometheusExpfmt","test_sglang_prometheus_utils","",""
"Test _parse_size method.","0","test_parse_size","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","2","test_basic_regression_and_ttft_estimate","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrefillRegressionModel","test_load_based_scaling","",""
"","0","test_agg_worker[DisaggregationMode.DECODE]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"guided_decoding dict from Rust must be converted to GuidedDecodingParams.

        The Rust frontend serializes GuidedDecodingOptions as a JSON dict.
        _override_sampling_params must convert it to TRT-LLM's
        GuidedDecodingParams so that downstream attribute access like
        .json_object works without AttributeError.
        ","0","test_guided_decoding_dict_is_converted","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Test a fully populated request with nvext.","0","test_full_request_valid","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"Test that dryrun preserves GPU counts provided via config","0","test_dryrun_preserves_cli_gpu_counts","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestDryrunGpuDefaults","test_sla_planner_scaling","",""
"Test _get_average_metric with one matching container","1","test_get_average_metric_one_matching_container","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_prometheus","",""
"Stats task exits immediately when log_stats is False.","0","test_periodic_log_stats_skips_when_disabled","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_engine_monitor_stats","",""
"Test validation fails for global-planner environment without namespace.","1","test_global_planner_mode_without_namespace","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_config","",""
"","1","test_auto_language_always_accepted","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"","0","test_encode[True]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestCreate","test_vllm_worker_factory","",""
"
    Test dynamo deployments with different configurations.
    ","83298","test_deployment[video_diffusion-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_trtllm","",""
"_generate_disagg prefills locally, then round-robins to decode worker.","0","test_prefills_then_forwards_to_decode","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestGenerateDisagg","test_vllm_worker_handler","",""
"Test that DYN_CONNECTOR env var raises error for vLLM backend.","4","test_env_var_dyn_connector_raises_error","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","1","test_kubernetes_connector_no_env_var","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"","0","test_decode_worker[DisaggregationMode.DECODE]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"deep_update overwrites a key with a non-dict value.","0","test_deep_update_overwrites_scalar_with_value","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"Test that we can import MetricsCollector from TensorRT-LLM.","1","test_tensorrt_llm_metrics_collector_import","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_main_init","",""
"","0","test_extracts_from_audio_key","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestAudioFormatterExtractTensor","test_output_formatter","",""
"Verify EngineCoreRequest and EngineCoreOutput field order.

        Both use msgspec array_like=True, so field ORDER determines wire
        position. vllm_processor.py constructs EngineCoreOutput by keyword
        and reads fields from EngineCoreRequest positionally.
        ","0","test_engine_core_struct_contract","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"None workload is populated with a default WorkloadSpec.","1","test_none_workload_gets_default","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidDgdrSpec","test_helpers_profile_sla","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_sglang_gpu1]","tests","2026-04-06","passed","2026-04-06","","test_predownload_models","",""
"Test is_deployment_ready method when deployment is not ready","0","test_is_deployment_ready_false","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Test VideoData with no arguments.","0","test_empty_defaults","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoData","test_trtllm_video_diffusion","",""
"Pre-set env var → verify not overwritten.","0","test_preserves_existing_env_var","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestEnsureSideChannelHost","test_vllm_unit","",""
"","1","test_region_routes_weights_and_kv_cache_to_gms","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_sglang_memory_saver","",""
"Test extracting text only from user messages, ignoring other roles.","0","test_extract_user_text_mixed_roles","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_chat_message_utils","",""
