"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"deep_update merges nested dicts without removing existing keys.","1","test_deep_update_nested_merge","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"Test that missing decode GPU flag raises error in virtual mode","0","test_virtual_mode_missing_decode_raises_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"","0","test_no_planner_no_mocker_returns_dgd_config_unchanged","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestAssembleFinalConfig","test_helpers_profile_sla","",""
"boundary_ratio outside (0, 1] must be rejected.","0","test_omni_config_invalid_boundary_ratio[1.01]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"Case 2b: load-match with PVC model cache.","22416","test_pvc_no_planner_with_load","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestRapidSupported","test_profile_sla_dgdr","",""
"Test decoding embeddings of various sizes.","1","test_various_embedding_sizes[768]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Test that VIDEO_DIFFUSION returns False for is_llm.","0","test_is_llm_false_for_video_diffusion","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestModality","test_trtllm_video_diffusion","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[agg-router-approx]","tests.serve","2026-04-06","skipped","2026-04-06","","test_vllm","",""
"Test that NumPy format is rejected (PyTorch format required).","1","test_decode_numpy_format_rejected","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"When dgdr.workload has no rate/concurrency, those kwargs are absent.","9","test_load_match_omits_workload_kwargs_when_no_workload","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestPickThoroughBestConfig","test_helpers_thorough","",""
"Choice values with regex special characters must be escaped.","0","test_choice_with_special_chars_escaped","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Config with valid defaults passes validation.","1","test_omni_config_valid_defaults","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"Non-positive ring_degree must be rejected.","1","test_omni_config_invalid_ring_degree[0]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"Throughput scaling + rapid sweep + AIC supported is fine.","0","test_planner_throughput_scaling_aic_supported_passes","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidateDgdrDynamoFeatures","test_helpers_profile_sla","",""
"get_avg_inter_token_latency with router source queries dynamo_component_router_* metric.","0","test_get_avg_inter_token_latency_dispatches_to_router_histogram","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"","0","test_prefill[False]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestCreate","test_vllm_worker_factory","",""
"","13","test_init_llm_worker_creates_multimodal_processor","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"Test that optional fields default to None.","0","test_optional_fields_default_none","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"Test --disaggregation-mode decode sets correct state.","4","test_disaggregation_mode_decode","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","0","test_heartbeat_skipped","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestAggRegressionModel","test_load_based_scaling","",""
"Test handler initialization with URL base.","0","test_initialization_with_url_base","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","1","test_aggregated[True]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestCreate","test_vllm_worker_factory","",""
"Test that K8s fallback raises error when CLI flags are also missing","0","test_kubernetes_mode_fallback_missing_cli_flags_raises_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"Test scale-down in progress: desired=2, updated=4, ready=4","0","test_get_service_replica_status_scale_down_in_progress","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Test handling of d_correction_factor <= 0.","2","test_decode_correction_factor_zero_handling","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestReplicaCalculation","test_replica_calculation","",""
"boundary_ratio within (0, 1] should pass.","0","test_omni_config_valid_boundary_ratio[0.875]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"_run_autoscale_sim must resolve 'auto' to _DEFAULT_NAIVE_BACKEND before
    constructing TaskConfig, since BackendName('auto') is not a valid enum value.
    ","1","test_autoscale_sim_resolves_auto_to_default","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_profile_sla_auto_backend","",""
"","2","test_resume_before_release_is_noop","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_memory_occupation_handlers","",""
"Test generate() with b64_json response format returns base64 encoded video.","3","test_b64_response_format","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoHandlerResponseFormats","test_trtllm_video_diffusion","",""
"Test SGLang use case: filter to sglang: metrics and exclude python_/process_.","1","test_sglang_use_case","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestGetPrometheusExpfmt","test_sglang_prometheus_utils","",""
"getaddrinfo returns 169.254.1.1, UDP returns 10.0.0.5 → returns 10.0.0.5.","0","test_hostname_link_local_falls_through_to_udp","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestGetHostIp","test_vllm_unit","",""
"Test VideoData with URL only.","0","test_url_only","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoData","test_trtllm_video_diffusion","",""
"_run_naive_fallback must resolve 'auto' to _DEFAULT_NAIVE_BACKEND.

    The naive path is taken when AIC doesn't support the model/system combo;
    it uses build_naive_generator_params and generate_backend_artifacts which
    require a concrete backend string.
    ","1","test_naive_fallback_resolves_auto_to_default","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_profile_sla_auto_backend","",""
"Mixed cache hits/misses -> only misses sent to encode workers.","3","test_mixed_cache","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-06","passed","2026-04-06","TestMultimodalEmbeddingLoader","test_vllm_embedding_loader","",""
"Verify SamplingParams has the fields projected by vllm_processor.py.

        The processor intersects SamplingParams.__annotations__ with
        ChatCompletionRequest.model_fields to copy user-specified sampling
        fields. If annotations change, the intersection shifts silently.
        ","0","test_sampling_params_annotations_and_output_kind","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"","0","test_get_model_name_agree_returns_model_name","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Test handler error handling during scaling.","2","test_handler_error_handling","components.src.dynamo.global_planner.tests.unit","2026-04-06","passed","2026-04-06","","test_scale_request_handler","",""
"Verify DeltaToolCall has fields used by _merge_tool_call in prepost.py.

        The post-processor reads id, type, index, and function from incoming
        DeltaToolCall objects. New fields in vLLM are acceptable; missing
        fields break the tool-call merge logic.
        ","0","test_delta_tool_call_fields","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"","0","test_multi_token_topk_roundtrip","tests.serve","2026-04-06","passed","2026-04-06","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"No cache: returns DisaggregatedParams directly, request updated with metadata.","1","test_no_cache_returns_disaggregated_params","components.src.dynamo.trtllm.tests.multimodal","2026-04-06","passed","2026-04-06","TestFetchEmbeddingsFromEncoder","test_trtllm_embedding_fetcher","",""
"Test that dimensions exactly at max are allowed.","0","test_parse_size_at_max_boundary","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"_get_router_average_histogram returns 0 when Prometheus has no data.","1","test_router_histogram_returns_zero_on_empty_result","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Config.validate sets use_kv_events from publish_events_and_metrics.","2","test_config_use_kv_events_derived_from_publish_events","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"","0","test_finish_reason_abort_normalized","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestTextFormatter","test_output_formatter","",""
"Audio request delegates to audio.","2","test_audio_generation_delegates_toaudio","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestBuildEngineInputs","test_omni_handler","",""
"Extracts image URLs from multi_modal_data.","0","test_extracts_image_urls","components.src.dynamo.vllm.tests","2026-04-06","skipped","2026-04-06","TestParseFrontendRequest","test_vllm_worker_handler","",""
"Test that missing both GPU flags shows both error messages","1","test_virtual_mode_missing_both_raises_error_with_both_messages","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"The timestamp used for the next prediction must be exactly one
        step_size ahead of the last data-point timestamp in the buffer.","4","test_next_timestamp_consistent_with_add_data_point","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"","1","test_extract_multimodal_data_loads_video_url_items","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_video_handler","",""
"
    End-to-end test for request cancellation during decode phase.

    This test verifies that when a request is cancelled by the client during the decode phase,
    the system properly handles the cancellation and cleans up resources
    on both the prefill and decode workers in a disaggregated setup.

    Note: This test requires 2 GPUs to run decode and prefill workers on separate GPUs.

    Timing (Last Run: 2025-12-09): ~60s total (estimated)
    - Engine initialization: ~20s (decode + prefill workers)
    - Testing stream cancellation during decode: ~38s
    - Teardown: ~2s
    ","60928","test_request_cancellation_sglang_decode_cancel[tcp]","tests.fault_tolerance.cancellation","2026-04-06","passed","2026-04-06","","test_sglang","",""
"Cache path: request NOT updated with EPD metadata.","31","test_partial_cache_no_metadata_update","components.src.dynamo.trtllm.tests.multimodal","2026-04-06","passed","2026-04-06","TestFetchEmbeddingsFromEncoder","test_trtllm_embedding_fetcher","",""
"","0","test_encode_worker[DisaggregationMode.AGGREGATED]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"","0","test_unsupported_fields_raise","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"Case 7: thorough + planner + rapid pre-deployment sweep, dry-run.","6","test_planner_rapid_sweep","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestThoroughDryRun","test_profile_sla_dgdr","",""
"Test GlobalPlannerConnector error handling","1","test_connector_error_handling","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_remote_planner","",""
"","0","test_extracts_from_model_outputs_key","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestAudioFormatterExtractTensor","test_output_formatter","",""
"","44783","test_vllm_kv_router_basic[tcp]","tests.router","2026-04-06","passed","2026-04-06","","test_router_e2e_with_vllm","",""
"Test PlannerConfig rejects invalid environment.","1","test_invalid_environment","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_config","",""
"VideoNvExt and NvCreateVideoRequest serialize/deserialize I2V fields correctly.","0","test_i2v_protocol_roundtrip","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestI2VEngineInputs","test_omni_handler","",""
"Test SGLang deployment scenarios using common helpers","48617","test_sglang_deployment[multimodal_disagg_qwen-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_sglang","",""
"Test factory creates AggregatedHandler for prefill_and_decode mode.","0","test_creates_aggregated_handler","components.src.dynamo.trtllm.tests.request_handlers","2026-04-06","passed","2026-04-06","TestRequestHandlerFactory","test_trtllm_request_handler_factory","",""
"stream_interval=20: function name + args + EOS in a single chunk.

    Only 2 CompletionOutput objects:
      1. [TOOL_CALLS] alone
      2. search_gutenberg_books{""search_terms"": [""James Joyce books""]}
         with finish_reason=stop

    The tool call and finish_reason arrive together.  The processor must
    still emit the parsed tool call and the finish_reason.
    ","0","test_mistral_tool_call_interval_20","tests.frontend","2026-04-06","passed","2026-04-06","","test_prepost_mistral","",""
"Edge-case: step_size=1 was accidentally correct before the fix.
        Verify the fix does not regress this case.","3","test_next_timestamp_step_size_1_unchanged","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"","1","test_derive_planner_image_preserves_registry_tag_and_digest[nvcr.io/nvidia/ai-dynamo/dynamo-frontend@sha256:deadbeef-nvcr.io/nvidia/ai-dynamo/dynamo-planner@sha256:deadbeef]","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_image_selection","",""
"","0","test_accepts_private_ipv4","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Case 5: planner with load scaling, rapid sweep falls back to none.","34","test_planner_load_scaling_rapid_sweep_fallback","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestRapidUnsupported","test_profile_sla_dgdr","",""
"Verify ReasoningParser has extract_reasoning_streaming and
        is_reasoning_end_streaming.

        prepost.py calls both during streaming post-processing to separate
        reasoning tokens from content tokens.
        ","0","test_reasoning_parser_method_signatures","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"","1","test_pause_resume_model_weights_only_routes_weights","tests.gms.integration","2026-04-06","passed","2026-04-06","","test_gms_sglang_memory_saver","",""
"","34639","test_router_decisions_vllm_multiple_workers[tcp]","tests.router","2026-04-06","passed","2026-04-06","","test_router_e2e_with_vllm","",""
"","1","test_encode[False]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestCreate","test_vllm_worker_factory","",""
"Stats task continues after do_log_stats raises.","202","test_periodic_log_stats_handles_exception","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_engine_monitor_stats","",""
"Router request count query must filter by dynamo_namespace.
        dynamo_component_router_* get dynamo_namespace from MetricsHierarchy (underscores).
        ","0","test_dynamo_namespace_filter_in_router_request_count_query","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"","0","test_correction_factor_stays_disabled_if_already_set","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestCorrectionFactorAutoDisable","test_load_based_scaling","",""
"","1","test_usage_has_prompt_and_completion_tokens","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestTextFormatter","test_output_formatter","",""
"Partial-hit should encode only misses and preserve URL order in output.","122","test_encode_with_cache_partial_hit_and_reuse","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_multimodal_embedding_cache","",""
"","0","test_rejects_loopback_v4","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Test that deprecated update_graph_replicas calls update_service_replicas","0","test_update_graph_replicas_calls_update_service_replicas","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Image request parses prompt, size, and creates diffusion sampling params.","1","test_image_generation","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestBuildEngineInputs","test_omni_handler","",""
"Test that falsy values (0, False) are correctly set.

        This is the main regression test for the bug fix. Previously, using
        `if not value` would skip setting values like 0 or False.
        ","0","test_falsy_values_are_applied","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"Test decoding embeddings with various shapes and dtypes.","64","test_decode_valid_embeddings_various_shapes[2d-4096]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"When mocker is enabled, agg is picked, and no disagg config exists, keep agg.","1","test_mocker_enabled_agg_only_available_keeps_agg","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunDefaultSimForceDisagg","test_helpers_rapid","",""
"","1","test_returns_required_keys","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunDefaultSim","test_helpers_rapid","",""
"Test valid 'WxH' string parsing.","0","test_parse_size_valid","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"Test empty string returns defaults.","0","test_parse_size_empty_string","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"","0","test_none_passthrough","tests.serve","2026-04-06","passed","2026-04-06","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"Test that dryrun sets default GPU counts of 1 when None","1","test_dryrun_defaults_gpu_counts_when_none","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestDryrunGpuDefaults","test_sla_planner_scaling","",""
"Test that get_gpu_count falls back to requests.gpu when limits.gpu is missing","0","test_service_get_gpu_count_from_requests_fallback","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","100216","test_serve_deployment[agg-request-plane-http]","tests.serve","2026-04-06","passed","2026-04-06","","test_vllm","",""
"","0","test_image_generation_default_format_returns_b64","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestDiffusionFormatterImage","test_output_formatter","",""
"Predictions are non-negative after feeding positive data.","1","test_predict_returns_non_negative","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestKalmanPredictor","test_load_predictors","",""
"","0","test_avg_decode_length_tracking","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestDecodeRegressionModel","test_load_based_scaling","",""
"Test that limits.gpu is preferred over requests.gpu when both are present","0","test_service_get_gpu_count_limits_preferred_over_requests","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Case 3b: planner + mocker enabled, should produce mocker DGD.","13775","test_mocker_config_selected","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestMockerEnabled","test_profile_sla_dgdr","",""
"","2","test_normal_config_writes_file_and_returns_true","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestWriteFinalOutput","test_helpers_profile_sla","",""
"_run_naive_fallback always returns chosen_exp='agg' (aggregated config).","1","test_naive_fallback_chosen_exp_is_agg","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestNaiveFallbackResolvedBackend","test_helpers_profile_sla","",""
"Test that --disaggregation-mode prefill without --kv-transfer-config raises ValueError.","3","test_prefill_worker_without_kv_transfer_config_raises","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","31","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[512-vllm]","lib.bindings.python.tests.replay","2026-04-06","passed","2026-04-06","","test_replay_aic_parity","",""
"Stats task exits immediately when interval is 0.","0","test_periodic_log_stats_skips_when_interval_zero","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_engine_monitor_stats","",""
"All URLs uncached with cache -> encode worker call, results cached.","3","test_all_uncached_with_cache","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-06","passed","2026-04-06","TestMultimodalEmbeddingLoader","test_vllm_embedding_loader","",""
"","1","test_unsupported_format_falls_back_to_wav","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestAudioFormatterEncode","test_output_formatter","",""
"Missing disagg section key should raise a clear ValueError.","6","test_disagg_config_key_not_found_error","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"Test computation from seconds * fps.","0","test_compute_num_frames_from_seconds_fps","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"In log1p mode, predict_next() applies expm1 and clamps to >= 0.","2","test_predict_next_returns_non_negative_log1p_mode","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"Test that invalid file path raises FileNotFoundError.","30","test_custom_jinja_template_invalid_path","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"Non-positive FPS must be rejected.","0","test_omni_config_invalid_video_fps[-100]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"Test that invalid file path raises FileNotFoundError.","8","test_custom_jinja_template_invalid_path","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"Negative SLA ttft must be rejected.","0","test_negative_sla_ttft_raises","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidDgdrSpec","test_helpers_profile_sla","",""
"predict_next() always returns the most recently added value.","0","test_returns_last_added_value","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestConstantPredictor","test_load_predictors","",""
"","0","test_invalid_voice_rejected_when_speakers_loaded","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"","1","test_resume_with_no_sleeping_state_is_noop","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_memory_occupation_handlers","",""
"","0","test_insufficient_data","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestDecodeRegressionModel","test_load_based_scaling","",""
"Stats task exits immediately when interval is negative.","1","test_periodic_log_stats_skips_when_interval_negative","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_engine_monitor_stats","",""
"Test _generate_images handles PIL Images.","2","test_generate_images_with_pil_image","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Test that --endpoint overrides even with --disaggregation-mode prefill.","7","test_endpoint_overrides_with_prefill_worker","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","0","test_get_service_name_from_sub_component_type_duplicate","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Case 5b: planner with throughput scaling on unsupported combo should fail.","5","test_planner_throughput_scaling_raises","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestRapidUnsupported","test_profile_sla_dgdr","",""
"","0","test_rank_none_preserved","tests.serve","2026-04-06","passed","2026-04-06","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"On timeout, the entire process group must be killed via os.killpg.","3","test_timeout_kills_process_group","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_load_generator","",""
"Test scale-up in progress: desired=4, updated=2, ready=2","0","test_get_service_replica_status_scale_up_in_progress","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"At least ttft+itl or e2eLatency must be provided.","0","test_missing_ttft_and_itl_and_e2e_raises","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidDgdrSpec","test_helpers_profile_sla","",""
"Test that cached tokens are reported in prompt_tokens_details.","0","test_build_completion_usage_with_cached_tokens","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestUsageStatistics","test_vllm_prompt_embeds","",""
"","0","test_rejects_invalid","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Verify EngineCoreOutput can be constructed with keyword args.

        vllm_processor.py constructs EngineCoreOutput(request_id=...,
        new_token_ids=..., finish_reason=..., stop_reason=...) from router
        responses. This smoke-tests that construction still works and fields
        land in the right positions.
        ","0","test_engine_core_output_construction","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"","1","test_no_stage_list","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestIsTtsModel","test_audio_handler","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_trtllm_gpu2]","tests","2026-04-06","passed","2026-04-06","","test_predownload_models","",""
"throughput_metrics_source accepts 'router'.","0","test_throughput_metrics_source_router","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_planner_config","",""
"Test that multiple requests reuse the same client instance.","2","test_multiple_requests_reuse_client","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_remote_planner","",""
"Test _populate_k8s_connectors creates connectors for all DGDs in implicit mode.","1","test_populate_connectors_implicit_mode","components.src.dynamo.global_planner.tests.unit","2026-04-06","passed","2026-04-06","","test_scale_request_handler","",""
"
    Test onboarding determinism under eviction scenario.

    Validates that:
    - Multiple onboarding cycles produce deterministic results
    - Responses are consistent when blocks are onboarded multiple times
    - Tests onboarded vs onboarded (not initial vs onboarded)
    ","632","test_onboarding_determinism[llm_server_kvbm0]","tests.kvbm_integration","2026-04-06","passed","2026-04-06","","test_kvbm","",""
"Test that normal truthy values are correctly set.","0","test_truthy_values_are_applied","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"load_match passes target_tpot when no request_latency.","10","test_load_match_falls_back_to_target_tpot","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestPickThoroughBestConfig","test_helpers_thorough","",""
"When mocker is enabled but AIC already picks disagg, no override happens.","2","test_mocker_enabled_disagg_picked_unchanged","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestRunDefaultSimForceDisagg","test_helpers_rapid","",""
"","0","test_b64_default_when_none","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestDiffusionFormatterPrepareImages","test_output_formatter","",""
"Test that invalid inputs raise ValueError.","1","test_decode_invalid_inputs[empty]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"","0","test_model_name_in_response","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestTextFormatter","test_output_formatter","",""
"get_avg_request_count (router) returns 0 when Prometheus has no data.","1","test_router_request_count_returns_zero_on_empty_result","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
